Date,Open,High,Low,Close,Adj Close,Volume
2018-10-18,51.860001,51.860001,51.860001,51.860001,51.860001,0
2018-10-19,53.779999,53.779999,53.570000,53.709999,53.709999,4000
2018-10-22,53.709999,53.709999,53.709999,53.709999,53.709999,0
2018-10-23,52.950001,52.950001,52.939999,52.939999,52.939999,700
2018-10-24,52.939999,52.939999,52.939999,52.939999,52.939999,100
2018-10-25,52.939999,52.939999,52.939999,52.939999,52.939999,0
2018-10-26,53.419998,53.419998,53.419998,53.419998,53.419998,300
2018-10-29,53.419998,53.419998,53.419998,53.419998,53.419998,0
2018-10-30,54.160000,54.180000,54.099998,54.160000,54.160000,1900
2018-10-31,54.160000,54.160000,54.160000,54.160000,54.160000,100
2018-11-01,54.160000,54.160000,54.160000,54.160000,54.160000,0
2018-11-02,54.160000,54.160000,54.160000,54.160000,54.160000,0
2018-11-05,54.160000,54.160000,54.160000,54.160000,54.160000,0
2018-11-06,54.160000,54.160000,54.160000,54.160000,54.160000,0
2018-11-07,54.160000,54.160000,54.160000,54.160000,54.160000,0
2018-11-08,54.160000,54.160000,54.160000,54.160000,54.160000,0
2018-11-09,54.160000,54.160000,54.160000,54.160000,54.160000,0
2018-11-12,54.160000,54.160000,54.160000,54.160000,54.160000,100
2018-11-13,54.160000,54.160000,54.160000,54.160000,54.160000,0
2018-11-14,54.160000,54.160000,54.160000,54.160000,54.160000,100
2018-11-15,53.520000,53.520000,53.520000,53.520000,53.520000,200
2018-11-16,53.520000,53.520000,53.520000,53.520000,53.520000,0
2018-11-19,53.520000,53.520000,53.520000,53.520000,53.520000,0
2018-11-20,53.520000,53.520000,53.520000,53.520000,53.520000,0
2018-11-21,53.520000,53.520000,53.520000,53.520000,53.520000,0
2018-11-23,53.520000,53.520000,53.520000,53.520000,53.520000,0
2018-11-26,53.520000,53.520000,53.520000,53.520000,53.520000,0
2018-11-27,53.520000,53.520000,53.520000,53.520000,53.520000,0
2018-11-28,53.520000,53.520000,53.520000,53.520000,53.520000,0
2018-11-29,53.520000,53.520000,53.520000,53.520000,53.520000,0
2018-11-30,54.299999,54.299999,54.299999,54.299999,54.299999,100
2018-12-03,54.299999,54.299999,54.299999,54.299999,54.299999,100
2018-12-04,54.299999,54.299999,54.299999,54.299999,54.299999,0
2018-12-06,54.770000,54.770000,54.259998,54.259998,54.259998,200
2018-12-07,54.259998,54.259998,54.259998,54.259998,54.259998,100
2018-12-10,54.259998,54.259998,54.259998,54.259998,54.259998,0
2018-12-11,53.880001,54.709999,53.880001,54.709999,54.709999,400
2018-12-12,54.709999,54.709999,54.709999,54.709999,54.709999,0
2018-12-13,54.709999,54.709999,54.709999,54.709999,54.709999,0
2018-12-14,54.709999,54.709999,54.709999,54.709999,54.709999,0
2018-12-17,54.709999,54.709999,54.709999,54.709999,54.709999,0
2018-12-18,54.709999,54.709999,54.709999,54.709999,54.709999,0
2018-12-19,58.380001,58.410000,58.230000,58.270000,58.270000,7600
2018-12-20,60.200001,60.200001,60.200001,60.200001,60.200001,100
2018-12-21,60.110001,62.369999,60.110001,62.369999,62.369999,100
2018-12-24,63.650002,63.720001,63.500000,63.689999,63.689999,900
2018-12-26,63.689999,63.689999,63.689999,63.689999,63.689999,0
2018-12-27,59.860001,59.860001,59.860001,59.860001,59.860001,3100
2018-12-28,59.299999,59.299999,59.299999,59.299999,59.299999,100
2018-12-31,58.490002,59.450001,58.389999,59.369999,59.369999,500
2019-01-02,58.860001,58.860001,58.860001,58.860001,58.860001,100
2019-01-03,58.860001,58.860001,58.860001,58.860001,58.860001,0
2019-01-04,58.110001,58.110001,57.490002,57.490002,57.490002,400
2019-01-07,56.959999,57.090000,55.750000,55.750000,55.750000,400
2019-01-08,55.750000,55.750000,55.750000,55.750000,55.750000,0
2019-01-09,54.580002,54.580002,54.529999,54.529999,54.529999,100
2019-01-10,54.520000,54.520000,54.080002,54.080002,54.080002,100
2019-01-11,54.080002,54.080002,54.080002,54.080002,54.080002,0
2019-01-14,54.080002,54.080002,54.080002,54.080002,54.080002,0
2019-01-15,53.230000,53.439999,52.880001,53.119999,53.119999,2900
2019-01-16,52.980000,53.020000,52.810001,53.020000,53.020000,1000
2019-01-17,53.209999,53.209999,52.540001,52.709999,52.709999,5100
2019-01-18,52.720001,53.160000,52.439999,53.119999,53.119999,4800
2019-01-22,53.560001,55.180000,53.560001,55.029999,55.029999,1900
2019-01-23,55.520000,55.520000,55.340000,55.340000,55.340000,1000
2019-01-24,54.730000,54.939999,54.509998,54.509998,54.509998,400
2019-01-25,53.619999,53.810001,53.209999,53.209999,53.209999,3300
2019-01-28,55.119999,55.119999,54.320000,54.320000,54.320000,100
2019-01-29,54.860001,55.480000,54.860001,55.480000,55.480000,400
2019-01-30,54.189999,54.189999,53.189999,53.189999,53.189999,2400
2019-01-31,52.279999,52.279999,51.459999,51.660000,51.660000,2600
2019-02-01,51.799999,52.070000,51.490002,52.049999,52.049999,4400
2019-02-04,51.860001,52.110001,51.150002,51.189999,51.189999,4200
2019-02-05,50.419998,50.419998,50.330002,50.389999,50.389999,1900
2019-02-06,50.680000,50.680000,50.680000,50.680000,50.680000,0
2019-02-07,52.290001,52.290001,52.290001,52.290001,52.290001,100
2019-02-08,52.770000,53.000000,52.500000,52.500000,52.500000,1700
2019-02-11,52.480000,52.480000,52.480000,52.480000,52.480000,0
2019-02-12,52.020000,52.020000,51.669998,51.669998,51.669998,300
2019-02-13,51.610001,51.610001,51.610001,51.610001,51.610001,100
2019-02-14,51.810001,51.830002,51.549999,51.549999,51.549999,500
2019-02-15,51.660000,51.869999,51.660000,51.790001,51.790001,800
2019-02-19,51.360001,51.360001,51.150002,51.360001,51.360001,4900
2019-02-20,51.040001,51.480000,51.040001,51.480000,51.480000,3200
2019-02-21,51.970001,52.020000,51.700001,52.020000,52.020000,3900
2019-02-22,51.689999,51.730000,51.380001,51.380001,51.380001,5100
2019-02-25,50.470001,50.939999,50.439999,50.939999,50.939999,12100
2019-02-26,51.119999,51.189999,51.119999,51.189999,51.189999,200
2019-02-27,51.619999,51.730000,51.150002,51.150002,51.150002,1000
2019-02-28,51.220001,51.270000,51.220001,51.270000,51.270000,400
2019-03-01,51.240002,51.439999,51.200001,51.290001,51.290001,800
2019-03-04,50.700001,51.610001,50.700001,51.180000,51.180000,400
2019-03-05,50.959999,50.959999,50.610001,50.779999,50.779999,2000
2019-03-06,51.029999,51.029999,50.919998,50.950001,50.950001,900
2019-03-07,52.090000,52.090000,51.990002,51.990002,51.990002,200
2019-03-08,52.630001,52.630001,52.040001,52.040001,52.040001,200
2019-03-11,51.279999,51.279999,50.430000,50.470001,50.470001,5800
2019-03-12,50.320000,50.369999,50.240002,50.369999,50.369999,1800
2019-03-13,49.900002,49.900002,49.669998,49.810001,49.810001,6000
2019-03-14,49.990002,50.150002,49.990002,50.139999,50.139999,5200
2019-03-15,50.000000,50.049999,50.000000,50.049999,50.049999,1200
2019-03-18,49.919998,50.169998,49.709999,50.169998,50.169998,1000
2019-03-19,49.889999,50.020000,49.639999,50.000000,50.000000,3400
2019-03-20,49.740002,49.750000,49.029999,49.080002,49.080002,1200
2019-03-21,48.770000,48.869999,48.380001,48.389999,48.389999,5500
2019-03-22,48.540001,49.630001,48.540001,49.619999,49.619999,1700
2019-03-25,50.230000,50.230000,49.759998,49.759998,49.759998,400
2019-03-26,49.639999,49.639999,49.560001,49.560001,49.560001,400
2019-03-27,49.560001,49.560001,49.560001,49.560001,49.560001,0
2019-03-28,49.970001,49.970001,49.650002,49.660000,49.660000,2100
2019-03-29,49.630001,49.689999,49.310001,49.320000,49.320000,7500
2019-04-01,48.770000,48.770000,48.430000,48.430000,48.430000,300
2019-04-02,48.099998,48.180000,48.070000,48.110001,48.110001,12100
2019-04-03,47.750000,47.750000,47.360001,47.669998,47.669998,1800
2019-04-04,47.770000,48.029999,47.740002,47.820000,47.820000,2000
2019-04-05,47.650002,47.650002,47.410000,47.410000,47.410000,600
2019-04-08,47.480000,47.480000,47.270000,47.270000,47.270000,200
2019-04-09,47.310001,47.380001,47.310001,47.380001,47.380001,500
2019-04-10,47.380001,47.380001,47.380001,47.380001,47.380001,0
2019-04-11,47.509998,47.700001,47.509998,47.700001,47.700001,500
2019-04-12,47.560001,47.759998,47.560001,47.759998,47.759998,100
2019-04-15,47.810001,48.169998,47.810001,48.130001,48.130001,1100
2019-04-16,48.130001,48.130001,48.130001,48.130001,48.130001,0
2019-04-17,47.660000,47.660000,47.590000,47.590000,47.590000,800
2019-04-18,47.549999,47.549999,47.520000,47.520000,47.520000,500
2019-04-22,47.799999,47.799999,47.290001,47.290001,47.290001,500
2019-04-23,47.290001,47.290001,47.290001,47.290001,47.290001,0
2019-04-24,46.200001,46.400002,46.049999,46.400002,46.400002,2100
2019-04-25,46.150002,46.590000,46.150002,46.590000,46.590000,1500
2019-04-26,46.820000,47.099998,46.820000,46.950001,46.950001,4900
2019-04-29,46.950001,46.950001,46.950001,46.950001,46.950001,0
2019-04-30,47.250000,47.250000,47.090000,47.090000,47.090000,100
2019-05-01,46.639999,46.950001,46.419998,46.950001,46.950001,1600
